"Year","Plot","Tag","Taxon","X..cm.","Y..cm.","Tag.offset.x","Tag.offset.y","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Died.this.census.final","Length..cm..prev","Growth","Survival"
2015,16,"240*A","Lupinus argenteus",5,105,0,-10,20,14,3,0,FALSE,19,1,1
2016,16,"240*A","Lupinus argenteus",5,105,0,-10,26,13,0,0,FALSE,20,6,1
2017,16,"240*A","Lupinus argenteus",5,105,0,-10,0,0,0,0,TRUE,26,-26,0
2014,41,"2400*A","Heterotheca villosa",180,180,-10,-10,5,5,1,0,FALSE,NA,NA,1
2015,41,"2400*A","Heterotheca villosa",180,180,-10,-10,10,5.5,2,0,FALSE,5,5,1
2016,41,"2400*A","Heterotheca villosa",180,180,-10,-10,10,5,1,0,FALSE,10,0,1
2017,41,"2400*A","Heterotheca villosa",180,180,-10,-10,12,6,3,0,FALSE,10,2,1
2018,41,"2400*A","Heterotheca villosa",180,180,-10,-10,11,7,2,0,FALSE,12,-1,1
2018,46,"2401*A","Carex siccata",29,104,-10,-10,2,3,0,0,FALSE,NA,NA,1
2018,46,"2402*A","Carex siccata",27,131,-10,-10,7.5,11,0,0,FALSE,NA,NA,1
2018,46,"2403*A","Carex siccata",23,42,10,0,7.5,8.5,0,0,FALSE,NA,NA,1
2014,46,"2404*A","Carex siccata",193,30,10,0,9,11,1,0,FALSE,NA,NA,1
2015,46,"2404*A","Carex siccata",193,30,10,0,13,15,0,0,FALSE,9,4,1
2016,46,"2404*A","Carex siccata",193,30,10,0,8,10,0,0,FALSE,13,-5,1
2017,46,"2404*A","Carex siccata",193,30,10,0,9,12,0,0,FALSE,8,1,1
2018,46,"2404*A","Carex siccata",193,30,10,0,31,16,0,0,FALSE,9,22,1
2018,46,"2405*A","Heterotheca villosa",157,186,-10,-10,8,3.5,1,0,FALSE,NA,NA,1
2018,46,"2406*A","Phacelia hastata",105,171,0,10,1,0.5,0,1,FALSE,NA,NA,1
2014,46,"2408*A","Carex siccata",163,175,0,10,10,10,0,0,FALSE,NA,NA,1
2015,46,"2408*A","Carex siccata",163,175,0,10,9,21,0,0,FALSE,10,-1,1
2016,46,"2408*A","Carex siccata",163,175,0,10,11,12,0,0,FALSE,9,2,1
2017,46,"2408*A","Carex siccata",163,175,0,10,13,5,0,0,FALSE,11,2,1
2018,46,"2408*A","Carex siccata",163,175,0,10,19,4,0,0,FALSE,13,6,1
2018,46,"2409*A","Carex siccata",157,192,-10,-10,8,13,0,0,FALSE,NA,NA,1
2014,16,"241*A","Lupinus argenteus",5,115,-10,-10,12,10,0,0,FALSE,NA,NA,1
2015,16,"241*A","Lupinus argenteus",5,115,-10,-10,10,12,1,0,FALSE,12,-2,1
2016,16,"241*A","Lupinus argenteus",5,115,-10,-10,0,0,0,0,TRUE,10,-10,0
2014,46,"2410*A","Eriogonum umbellatum",120,155,-10,-10,35,2,7,0,FALSE,NA,NA,1
2015,46,"2410*A","Eriogonum umbellatum",120,155,-10,-10,38,2,5,0,FALSE,35,3,1
2016,46,"2410*A","Eriogonum umbellatum",120,155,-10,-10,34,2,7,0,FALSE,38,-4,1
2017,46,"2410*A","Eriogonum umbellatum",120,155,-10,-10,34,2,16,0,FALSE,34,0,1
2018,46,"2410*A","Eriogonum umbellatum",120,155,-10,-10,35,3,11,0,FALSE,34,1,1
2018,42,"2411*A","Lupinus argenteus",135,194,-10,-10,4,1.5,0,0,FALSE,NA,NA,1
2018,46,"2412*A","Arenaria congesta",33,12,-10,-10,6,6,9,0,FALSE,NA,NA,1
2018,46,"2413*A","Arenaria congesta",41,17,-10,-10,4.5,3.5,1,0,FALSE,NA,NA,1
2018,46,"2414*A","Agoseris glauca",27,28,-5,-5,4.5,3,1,0,FALSE,NA,NA,1
2018,46,"2415*A","Carex siccata",166,3,0,5,12,7.5,0,0,FALSE,NA,NA,1
2018,46,"2416*A","Carex siccata",179,20,-10,-10,17,16,0,0,FALSE,NA,NA,1
2018,46,"2417*A","Carex siccata",108,25,-5,-5,1.5,3.5,0,0,FALSE,NA,NA,1
2018,46,"2418*A","Agoseris glauca",96,52,-5,-5,5,5,0,1,FALSE,NA,NA,1
2018,46,"2419*A","Carex siccata",65,95,-10,-10,8,10,0,0,FALSE,NA,NA,1
2014,16,"242*A","Lupinus argenteus",3,120,-10,-10,29,17,4,0,FALSE,NA,NA,1
2015,16,"242*A","Lupinus argenteus",3,120,-10,-10,19,12,2,0,FALSE,29,-10,1
2016,16,"242*A","Lupinus argenteus",3,120,-10,-10,0,0,0,0,TRUE,19,-19,0
2018,46,"2420*A","Phacelia hastata",80,103,0,10,2,0.5,0,1,FALSE,NA,NA,1
2018,46,"2421*A","Carex siccata",101,127,-10,-10,3.5,9.5,0,0,FALSE,NA,NA,1
2018,46,"2422*A","Senecio crassulus",139,116,-10,-10,3.5,1,0,0,FALSE,NA,NA,1
2018,46,"2423*A","Senecio crassulus",165,130,10,0,2,2.5,0,1,FALSE,NA,NA,1
2018,46,"2424*A","Arenaria congesta",200,127,0,-10,11,5,9,0,FALSE,NA,NA,1
2018,46,"2425*A","Agoseris glauca",200,127,-10,-10,1.5,4,0,1,FALSE,NA,NA,1
2018,46,"2426*A","Arenaria congesta",174,79,-10,-10,1.5,1.5,0,0,FALSE,NA,NA,1
2018,46,"2427*A","Carex siccata",179,82,-10,-10,1,2.5,0,0,FALSE,NA,NA,1
2018,46,"2428*A","Carex siccata",187,74,-10,-10,2,2.5,0,0,FALSE,NA,NA,1
2018,46,"2429*A","Carex siccata",190,65,-10,-10,16,16,0,0,FALSE,NA,NA,1
2018,46,"2430*A","Carex siccata",130,28,-10,-10,4.5,9.5,0,0,FALSE,NA,NA,1
2018,46,"2431*A","Ivesia gordonii",130,31,0,-5,7,4.5,0,0,FALSE,NA,NA,1
2018,46,"2432*A","Agoseris glauca",128,35,-10,0,5.5,5,1,0,FALSE,NA,NA,1
2014,16,"243A*A","Lupinus argenteus",22,120,-10,-10,34,16,11,0,FALSE,NA,NA,1
2015,16,"243A*A","Lupinus argenteus",22,120,-10,-10,29,11,9,0,FALSE,34,-5,1
2016,16,"243A*A","Lupinus argenteus",22,120,-10,-10,31,14,6,0,FALSE,29,2,1
2017,16,"243A*A","Lupinus argenteus",22,120,-10,-10,0,0,0,0,TRUE,31,-31,0
2014,16,"244*A","Lupinus argenteus",35,135,-10,-10,20,13,2,0,FALSE,NA,NA,1
2015,16,"244*A","Lupinus argenteus",35,135,-10,-10,8,5,0,0,FALSE,20,-12,1
2016,16,"244*A","Lupinus argenteus",35,135,-10,-10,0,0,0,0,TRUE,8,-8,0
2014,16,"245*A","Lupinus argenteus",74,90,-10,-10,15,30,4,0,FALSE,NA,NA,1
2015,16,"245*A","Lupinus argenteus",74,90,-10,-10,24,12,2,0,FALSE,15,9,1
2016,16,"245*A","Lupinus argenteus",74,90,-10,-10,7,11,0,0,FALSE,24,-17,1
2017,16,"245*A","Lupinus argenteus",74,90,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,16,"246*A","Lupinus argenteus",65,74,-10,-10,29,18,4,0,FALSE,NA,NA,1
2015,16,"246*A","Lupinus argenteus",65,74,-10,-10,25,14,2,0,FALSE,29,-4,1
2016,16,"246*A","Lupinus argenteus",65,74,-10,-10,25,13,0,0,FALSE,25,0,1
2017,16,"246*A","Lupinus argenteus",65,74,-10,-10,0,0,0,0,TRUE,25,-25,0
2014,16,"247*A","Lupinus argenteus",85,60,-10,-10,25,18,6,0,FALSE,NA,NA,1
2015,16,"247*A","Lupinus argenteus",85,60,-10,-10,0,0,0,0,FALSE,25,-25,1
2016,16,"247*A","Lupinus argenteus",85,60,-10,-10,5,9,0,0,FALSE,0,5,1
2017,16,"247*A","Lupinus argenteus",85,60,-10,-10,0,0,0,0,TRUE,5,-5,0
2014,16,"248*A","Lupinus argenteus",80,45,-10,-10,22,15,5,0,FALSE,NA,NA,1
2015,16,"248*A","Lupinus argenteus",80,45,-10,-10,13,13,0,0,FALSE,22,-9,1
2016,16,"248*A","Lupinus argenteus",80,45,-10,-10,23,11,2,0,FALSE,13,10,1
2017,16,"248*A","Lupinus argenteus",80,45,-10,-10,0,0,0,0,TRUE,23,-23,0
2014,16,"249*A","Lupinus argenteus",83,35,-10,-10,16,10,0,0,FALSE,NA,NA,1
2015,16,"249*A","Lupinus argenteus",83,35,-10,-10,7,3,0,0,FALSE,16,-9,1
2016,16,"249*A","Lupinus argenteus",83,35,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,5,"25*A","Lupinus argenteus",22,70,-10,-10,12,9,0,0,FALSE,NA,NA,1
2015,5,"25*A","Lupinus argenteus",22,70,-10,-10,6,2,0,0,FALSE,12,-6,1
2016,5,"25*A","Lupinus argenteus",22,70,-10,-10,20,8.1,0,0,FALSE,6,14,1
2017,5,"25*A","Lupinus argenteus",22,70,-10,-10,8.5,5.5,0,0,FALSE,20,-11.5,1
2018,5,"25*A","Lupinus argenteus",22,70,-10,-10,0,0,0,0,FALSE,8.5,-8.5,1
2014,16,"250*A","Lupinus argenteus",95,30,-10,-10,20,13,1,0,FALSE,NA,NA,1
2015,16,"250*A","Lupinus argenteus",95,30,-10,-10,0,0,0,0,TRUE,20,-20,0
2014,16,"251*A","Lupinus argenteus",107,35,-10,-10,7,3,0,0,FALSE,NA,NA,1
2015,16,"251*A","Lupinus argenteus",107,35,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,16,"252*A","Lupinus argenteus",115,55,-10,-10,30,17,4,0,FALSE,NA,NA,1
2015,16,"252*A","Lupinus argenteus",115,55,-10,-10,10,7,1,0,FALSE,30,-20,1
2016,16,"252*A","Lupinus argenteus",115,55,-10,-10,0,0,0,0,TRUE,10,-10,0
2014,16,"253*A","Lupinus argenteus",122,50,-10,-10,22,18,4,0,FALSE,NA,NA,1
2015,16,"253*A","Lupinus argenteus",122,50,-10,-10,25,12,6,0,FALSE,22,3,1
2016,16,"253*A","Lupinus argenteus",122,50,-10,-10,13,8,0,0,FALSE,25,-12,1
2017,16,"253*A","Lupinus argenteus",122,50,-10,-10,0,0,0,0,TRUE,13,-13,0
2014,16,"254*A","Lupinus argenteus",135,50,0,10,18,15,1,0,FALSE,NA,NA,1
2015,16,"254*A","Lupinus argenteus",135,50,0,10,15,10,1,0,FALSE,18,-3,1
2016,16,"254*A","Lupinus argenteus",135,50,0,10,4,2,0,0,FALSE,15,-11,1
2017,16,"254*A","Lupinus argenteus",135,50,0,10,0,0,0,0,TRUE,4,-4,0
2014,16,"255*A","Lupinus argenteus",123,65,0,5,13,7,0,0,FALSE,NA,NA,1
2015,16,"255*A","Lupinus argenteus",123,65,0,5,11,7,0,0,FALSE,13,-2,1
2016,16,"255*A","Lupinus argenteus",123,65,0,5,0,0,0,0,TRUE,11,-11,0
2014,16,"256*A","Lupinus argenteus",131,40,-10,-10,14,13,0,0,FALSE,NA,NA,1
2015,16,"256*A","Lupinus argenteus",131,40,-10,-10,16,15,4,0,FALSE,14,2,1
2016,16,"256*A","Lupinus argenteus",131,40,-10,-10,9,10,0,0,FALSE,16,-7,1
2017,16,"256*A","Lupinus argenteus",131,40,-10,-10,0,0,0,0,TRUE,9,-9,0
2014,16,"257*A","Lupinus argenteus",135,50,10,10,13,10,1,0,FALSE,NA,NA,1
2015,16,"257*A","Lupinus argenteus",135,50,10,10,13,8,0,0,FALSE,13,0,1
2016,16,"257*A","Lupinus argenteus",135,50,10,10,2,1,0,0,FALSE,13,-11,1
2017,16,"257*A","Lupinus argenteus",135,50,10,10,0,0,0,0,TRUE,2,-2,0
2014,16,"258*A","Lupinus argenteus",133,36,-10,-10,16,12,4,0,FALSE,NA,NA,1
2015,16,"258*A","Lupinus argenteus",133,36,-10,-10,10,8,0,0,FALSE,16,-6,1
2016,16,"258*A","Lupinus argenteus",133,36,-10,-10,7,7,0,0,FALSE,10,-3,1
2017,16,"258*A","Lupinus argenteus",133,36,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,16,"259*A","Lupinus argenteus",148,40,10,10,17,12,0,0,FALSE,NA,NA,1
2015,16,"259*A","Lupinus argenteus",148,40,10,10,12,11,1,0,FALSE,17,-5,1
2016,16,"259*A","Lupinus argenteus",148,40,10,10,0,0,0,0,TRUE,12,-12,0
2014,5,"26*A","Eriogonum umbellatum",105,45,-10,-10,30,3,19,0,FALSE,NA,NA,1
2015,5,"26*A","Eriogonum umbellatum",105,45,-10,-10,35,3,34,0,FALSE,30,5,1
2016,5,"26*A","Eriogonum umbellatum",105,45,-10,-10,35,4,30,0,FALSE,35,0,1
2017,5,"26*A","Eriogonum umbellatum",105,45,-10,-10,34,3,40,0,FALSE,35,-1,1
2018,5,"26*A","Eriogonum umbellatum",105,45,-10,-10,27,3,11,0,FALSE,34,-7,1
2014,16,"260*A","Lupinus argenteus",147,32,-10,-10,26,16,7,0,FALSE,NA,NA,1
2015,16,"260*A","Lupinus argenteus",147,32,-10,-10,17,15,2,0,FALSE,26,-9,1
2016,16,"260*A","Lupinus argenteus",147,32,-10,-10,8,6,0,0,FALSE,17,-9,1
2017,16,"260*A","Lupinus argenteus",147,32,-10,-10,0,0,0,0,TRUE,8,-8,0
2014,16,"261*A","Lupinus argenteus",162,40,0,-5,27,11,0,0,FALSE,NA,NA,1
2015,16,"261*A","Lupinus argenteus",162,40,0,-5,14,10,0,0,FALSE,27,-13,1
2016,16,"261*A","Lupinus argenteus",162,40,0,-5,0,0,0,0,TRUE,14,-14,0
2014,16,"262*A","Lupinus argenteus",195,60,-10,-10,28,20,4,0,FALSE,NA,NA,1
2015,16,"262*A","Lupinus argenteus",195,60,-10,-10,0,0,0,0,FALSE,28,-28,1
2016,16,"262*A","Lupinus argenteus",195,60,-10,-10,3,2,0,0,FALSE,0,3,1
2017,16,"262*A","Lupinus argenteus",195,60,-10,-10,0,0,0,0,TRUE,3,-3,0
2014,16,"263*A","Lupinus argenteus",175,85,-10,-10,37,16,9,0,FALSE,NA,NA,1
2015,16,"263*A","Lupinus argenteus",175,85,-10,-10,9,8,1,0,FALSE,37,-28,1
2016,16,"263*A","Lupinus argenteus",175,85,-10,-10,0,0,0,0,TRUE,9,-9,0
2014,16,"264*A","Lupinus argenteus",175,100,-10,-10,5,6,0,0,FALSE,NA,NA,1
2015,16,"264*A","Lupinus argenteus",175,100,-10,-10,0,0,0,0,TRUE,5,-5,0
2014,16,"265*A","Lupinus argenteus",155,85,-10,-10,13,10,0,0,FALSE,NA,NA,1
2015,16,"265*A","Lupinus argenteus",155,85,-10,-10,11,8,0,0,FALSE,13,-2,1
2016,16,"265*A","Lupinus argenteus",155,85,-10,-10,0,0,0,0,TRUE,11,-11,0
2014,16,"266*A","Lupinus argenteus",155,90,-10,0,13,12,2,0,FALSE,NA,NA,1
2015,16,"266*A","Lupinus argenteus",155,90,-10,0,12,9,0,0,FALSE,13,-1,1
2016,16,"266*A","Lupinus argenteus",155,90,-10,0,0,0,0,0,TRUE,12,-12,0
2014,16,"267*A","Lupinus argenteus",152,100,-5,0,15,13,2,0,FALSE,NA,NA,1
2015,16,"267*A","Lupinus argenteus",152,100,-5,0,9,7,0,0,FALSE,15,-6,1
2016,16,"267*A","Lupinus argenteus",152,100,-5,0,0,0,0,0,TRUE,9,-9,0
2014,16,"268*A","Lupinus argenteus",145,120,-10,-10,25,11,2,0,FALSE,NA,NA,1
2015,16,"268*A","Lupinus argenteus",145,120,-10,-10,0,0,0,0,TRUE,25,-25,0
2014,16,"269*A","Lupinus argenteus",160,115,-10,-10,12,11,1,0,FALSE,NA,NA,1
2015,16,"269*A","Lupinus argenteus",160,115,-10,-10,12,2,0,0,FALSE,12,0,1
2016,16,"269*A","Lupinus argenteus",160,115,-10,-10,9,5,0,0,FALSE,12,-3,1
2017,16,"269*A","Lupinus argenteus",160,115,-10,-10,0,0,0,0,TRUE,9,-9,0
2014,5,"27*A","Ivesia gordonii",200,20,-10,-10,9,2,0,0,FALSE,NA,NA,1
2015,5,"27*A","Ivesia gordonii",200,20,-10,-10,8.5,4.5,9,0,FALSE,9,-0.5,1
2016,5,"27*A","Ivesia gordonii",200,20,-10,-10,8.2,1.5,7,0,FALSE,8.5,-0.300000000000001,1
2017,5,"27*A","Ivesia gordonii",200,20,-10,-10,0,0,0,0,TRUE,8.2,-8.2,0
2014,16,"270*A","Lupinus argenteus",175,115,-10,-10,8,6,0,0,FALSE,NA,NA,1
2015,16,"270*A","Lupinus argenteus",175,115,-10,-10,0,0,0,0,TRUE,8,-8,0
2014,16,"271*A","Lupinus argenteus",155,130,-10,-10,24,12,2,0,FALSE,NA,NA,1
2015,16,"271*A","Lupinus argenteus",155,130,-10,-10,14,9,0,0,FALSE,24,-10,1
2016,16,"271*A","Lupinus argenteus",155,130,-10,-10,0,0,0,0,TRUE,14,-14,0
2014,16,"272*A","Lupinus argenteus",190,115,-10,-10,10,6,0,0,FALSE,NA,NA,1
2015,16,"272*A","Lupinus argenteus",190,115,-10,-10,7,4,0,0,FALSE,10,-3,1
2016,16,"272*A","Lupinus argenteus",190,115,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,16,"273*A","Lupinus argenteus",180,130,-10,-10,13,7,0,0,FALSE,NA,NA,1
2015,16,"273*A","Lupinus argenteus",180,130,-10,-10,0,0,0,0,TRUE,13,-13,0
2014,16,"274*A","Lupinus argenteus",185,150,-10,-10,10,6,0,0,FALSE,NA,NA,1
2015,16,"274*A","Lupinus argenteus",185,150,-10,-10,13,8.5,0,0,FALSE,10,3,1
2016,16,"274*A","Lupinus argenteus",185,150,-10,-10,11,8,0,0,FALSE,13,-2,1
2017,16,"274*A","Lupinus argenteus",185,150,-10,-10,0,0,0,0,TRUE,11,-11,0
2014,16,"275*A","Ivesia gordonii",160,180,-10,-10,3,2,0,0,FALSE,NA,NA,1
2015,16,"275*A","Ivesia gordonii",160,180,-10,-10,1,0.8,0,0,FALSE,3,-2,1
2016,16,"275*A","Ivesia gordonii",160,180,-10,-10,7,5,1,0,FALSE,1,6,1
2017,16,"275*A","Ivesia gordonii",160,180,-10,-10,10,7,8,0,FALSE,7,3,1
2018,16,"275*A","Ivesia gordonii",160,180,-10,-10,9,4.5,14,0,FALSE,10,-1,1
2014,16,"276*A","Lupinus argenteus",155,190,-10,-10,5,3,0,0,FALSE,NA,NA,1
2015,16,"276*A","Lupinus argenteus",155,190,-10,-10,0,0,0,0,TRUE,5,-5,0
2014,16,"277*A","Lupinus argenteus",50,155,-10,-10,15,8,0,0,FALSE,NA,NA,1
2015,16,"277*A","Lupinus argenteus",50,155,-10,-10,4,3,0,0,FALSE,15,-11,1
2016,16,"277*A","Lupinus argenteus",50,155,-10,-10,0,0,0,0,TRUE,4,-4,0
2014,16,"278*A","Lupinus argenteus",55,200,-10,-10,14,7,0,0,FALSE,NA,NA,1
2015,16,"278*A","Lupinus argenteus",55,200,-10,-10,0,0,0,0,TRUE,14,-14,0
2014,16,"279*A","Elymus lanceolatus",30,100,10,10,7,23,1,0,FALSE,NA,NA,1
2015,16,"279*A","Elymus lanceolatus",30,100,10,10,25,24,1,0,FALSE,7,18,1
2016,16,"279*A","Elymus lanceolatus",30,100,10,10,25,26,8,0,FALSE,25,0,1
2017,16,"279*A","Elymus lanceolatus",30,100,10,10,35,27,24,0,FALSE,25,10,1
2018,16,"279*A","Elymus lanceolatus",30,100,10,10,40,31,36,0,FALSE,35,5,1
2014,5,"28*A","Ivesia gordonii",130,68,-10,-10,8,5,2,0,FALSE,NA,NA,1
2015,5,"28*A","Ivesia gordonii",130,68,-10,-10,9.5,4,1,0,FALSE,8,1.5,1
2016,5,"28*A","Ivesia gordonii",130,68,-10,-10,15.4,4.5,0,0,FALSE,9.5,5.9,1
2017,5,"28*A","Ivesia gordonii",130,68,-10,-10,15,2.5,0,0,FALSE,15.4,-0.4,1
2018,5,"28*A","Ivesia gordonii",130,68,-10,-10,0,0,0,0,FALSE,15,-15,1
2014,16,"280*A","Phacelia hastata",127,45,-10,-10,6,2,0,0,FALSE,NA,NA,1
2015,16,"280*A","Phacelia hastata",127,45,-10,-10,9.5,5,0,0,FALSE,6,3.5,1
2016,16,"280*A","Phacelia hastata",127,45,-10,-10,14,6,1,0,FALSE,9.5,4.5,1
2017,16,"280*A","Phacelia hastata",127,45,-10,-10,27,12,24,0,FALSE,14,13,1
2018,16,"280*A","Phacelia hastata",127,45,-10,-10,0,0,0,0,FALSE,27,-27,1
2014,16,"281*A","Lupinus argenteus",137,40,-10,-10,17,18,2,0,FALSE,NA,NA,1
2015,16,"281*A","Lupinus argenteus",137,40,-10,-10,7,8,0,0,FALSE,17,-10,1
2016,16,"281*A","Lupinus argenteus",137,40,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,17,"282*A","Lupinus argenteus",31,10,-10,-10,5,4,0,0,FALSE,NA,NA,1
2015,17,"282*A","Lupinus argenteus",31,10,-10,-10,6.5,4,0,0,FALSE,5,1.5,1
2016,17,"282*A","Lupinus argenteus",31,10,-10,-10,4,3,0,0,FALSE,6.5,-2.5,1
2017,17,"282*A","Lupinus argenteus",31,10,-10,-10,0,0,0,0,TRUE,4,-4,0
2014,17,"283*A","Lupinus argenteus",12,44,-10,-10,17,13,1,0,FALSE,NA,NA,1
2015,17,"283*A","Lupinus argenteus",12,44,-10,-10,0,0,0,0,FALSE,17,-17,1
2016,17,"283*A","Lupinus argenteus",12,44,-10,-10,2,4,0,0,FALSE,0,2,1
2017,17,"283*A","Lupinus argenteus",12,44,-10,-10,0,0,0,0,TRUE,2,-2,0
2014,17,"284*A","Lupinus argenteus",10,61,-10,-10,3,3,0,0,FALSE,NA,NA,1
2015,17,"284*A","Lupinus argenteus",10,61,-10,-10,0,0,0,0,TRUE,3,-3,0
2014,17,"285*A","Eriogonum umbellatum",20,80,-10,-10,67,4,46,0,FALSE,NA,NA,1
2015,17,"285*A","Eriogonum umbellatum",20,80,-10,-10,68,3,62,0,FALSE,67,1,1
2016,17,"285*A","Eriogonum umbellatum",20,80,-10,-10,74,5,127,0,FALSE,68,6,1
2017,17,"285*A","Eriogonum umbellatum",20,80,-10,-10,77,4,119,0,FALSE,74,3,1
2018,17,"285*A","Eriogonum umbellatum",20,80,-10,-10,65,3.5,98,0,FALSE,77,-12,1
2014,17,"286*A","Heterotheca villosa",2,87,0,-10,4,5,0,0,FALSE,NA,NA,1
2015,17,"286*A","Heterotheca villosa",2,87,0,-10,4,4,16,0,FALSE,4,0,1
2016,17,"286*A","Heterotheca villosa",2,87,0,-10,32,12,49,0,FALSE,4,28,1
2017,17,"286*A","Heterotheca villosa",2,87,0,-10,27,10,6,0,FALSE,32,-5,1
2018,17,"286*A","Heterotheca villosa",2,87,0,-10,0,0,0,0,FALSE,27,-27,1
2014,17,"287*A","Elymus lanceolatus",23,82,-10,-10,12,17,1,0,FALSE,NA,NA,1
2015,17,"287*A","Elymus lanceolatus",23,82,-10,-10,11,17,0,0,FALSE,12,-1,1
2016,17,"287*A","Elymus lanceolatus",23,82,-10,-10,14,21,4,0,FALSE,11,3,1
2017,17,"287*A","Elymus lanceolatus",23,82,-10,-10,12,23,1,0,FALSE,14,-2,1
2018,17,"287*A","Elymus lanceolatus",23,82,-10,-10,20,22,9,0,FALSE,12,8,1
2014,17,"288*A","Elymus lanceolatus",20,89,-10,0,10,11,0,0,FALSE,NA,NA,1
2015,17,"288*A","Elymus lanceolatus",20,89,-10,0,11,23,2,0,FALSE,10,1,1
2016,17,"288*A","Elymus lanceolatus",20,89,-10,0,13,14,0,0,FALSE,11,2,1
2017,17,"288*A","Elymus lanceolatus",20,89,-10,0,20,22,2,0,FALSE,13,7,1
2018,17,"288*A","Elymus lanceolatus",20,89,-10,0,2.5,18.5,1,0,FALSE,20,-17.5,1
2014,17,"289*A","Elymus lanceolatus",29,85,10,0,9,19,4,0,FALSE,NA,NA,1
2015,17,"289*A","Elymus lanceolatus",29,85,10,0,4,7,0,0,FALSE,9,-5,1
2016,17,"289*A","Elymus lanceolatus",29,85,10,0,10,21,5,0,FALSE,4,6,1
2017,17,"289*A","Elymus lanceolatus",29,85,10,0,18,18,0,0,FALSE,10,8,1
2018,17,"289*A","Elymus lanceolatus",29,85,10,0,3,9,0,0,FALSE,18,-15,1
2014,5,"29*A","Ivesia gordonii",5,123,-10,-10,8,4,0,0,FALSE,NA,NA,1
2015,5,"29*A","Ivesia gordonii",5,123,-10,-10,14.5,6.5,1,0,FALSE,8,6.5,1
2016,5,"29*A","Ivesia gordonii",5,123,-10,-10,0,0,0,0,TRUE,14.5,-14.5,0
2014,17,"290*A","Elymus lanceolatus",25,95,-10,0,5,9,0,0,FALSE,NA,NA,1
2015,17,"290*A","Elymus lanceolatus",25,95,-10,0,5,11,0,0,FALSE,5,0,1
2016,17,"290*A","Elymus lanceolatus",25,95,-10,0,5,13,0,0,FALSE,5,0,1
2017,17,"290*A","Elymus lanceolatus",25,95,-10,0,5,9,0,0,FALSE,5,0,1
2018,17,"290*A","Elymus lanceolatus",25,95,-10,0,4,9,0,0,FALSE,5,-1,1
2014,17,"291*A","Elymus lanceolatus",36,100,-10,0,6,18,4,0,FALSE,NA,NA,1
2015,17,"291*A","Elymus lanceolatus",36,100,-10,0,17,23,2,0,FALSE,6,11,1
2016,17,"291*A","Elymus lanceolatus",36,100,-10,0,13,25,6,0,FALSE,17,-4,1
2017,17,"291*A","Elymus lanceolatus",36,100,-10,0,30,18,1,0,FALSE,13,17,1
2018,17,"291*A","Elymus lanceolatus",36,100,-10,0,32,23,10,0,FALSE,30,2,1
2014,17,"292*A","Elymus lanceolatus",35,100,5,-5,6,12,0,0,FALSE,NA,NA,1
2015,17,"292*A","Elymus lanceolatus",35,100,5,-5,2,13,0,0,FALSE,6,-4,1
2016,17,"292*A","Elymus lanceolatus",35,100,5,-5,5,11,0,0,FALSE,2,3,1
2017,17,"292*A","Elymus lanceolatus",35,100,5,-5,12,11,0,0,FALSE,5,7,1
2018,17,"292*A","Elymus lanceolatus",35,100,5,-5,4,15,1,0,FALSE,12,-8,1
2014,17,"293*A","Elymus lanceolatus",30,105,-5,0,3,18,1,0,FALSE,NA,NA,1
2015,17,"293*A","Elymus lanceolatus",30,105,-5,0,6,17,0,0,FALSE,3,3,1
2016,17,"293*A","Elymus lanceolatus",30,105,-5,0,7,18,1,0,FALSE,6,1,1
2017,17,"293*A","Elymus lanceolatus",30,105,-5,0,0,0,0,0,TRUE,7,-7,0
2014,17,"294*A","Lupinus argenteus",40,123,-10,-10,7,5,0,0,FALSE,NA,NA,1
2015,17,"294*A","Lupinus argenteus",40,123,-10,-10,0,0,0,0,TRUE,7,-7,0
2014,17,"295*A","Lupinus argenteus",28,140,-10,-10,11,9,0,0,FALSE,NA,NA,1
2015,17,"295*A","Lupinus argenteus",28,140,-10,-10,0,0,0,0,TRUE,11,-11,0
2014,17,"296*A","Lupinus argenteus",28,183,-10,-10,7,4,0,0,FALSE,NA,NA,1
2015,17,"296*A","Lupinus argenteus",28,183,-10,-10,10,5,0,0,FALSE,7,3,1
2016,17,"296*A","Lupinus argenteus",28,183,-10,-10,0,0,0,0,TRUE,10,-10,0
2014,17,"297*A","Lupinus argenteus",40,183,-10,-10,8,5,0,0,FALSE,NA,NA,1
2015,17,"297*A","Lupinus argenteus",40,183,-10,-10,4,3,0,0,FALSE,8,-4,1
2016,17,"297*A","Lupinus argenteus",40,183,-10,-10,6,6,0,0,FALSE,4,2,1
2017,17,"297*A","Lupinus argenteus",40,183,-10,-10,2,1,0,0,FALSE,6,-4,1
2018,17,"297*A","Lupinus argenteus",40,183,-10,-10,0,0,0,0,FALSE,2,-2,1
2014,17,"298*A","Lupinus argenteus",45,110,-10,-10,6,4,0,0,FALSE,NA,NA,1
2015,17,"298*A","Lupinus argenteus",45,110,-10,-10,7,6,0,0,FALSE,6,1,1
