"Year","Plot","Tag","Taxon","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Is.seedling","Number.of.individuals.represented.by.tag","Notes","Tag.removed.in.year"
2018,33,"694","Ivesia gordonii",25,25,-10,-10,0,1,"dead, tag missing",2017
2018,33,"698","Ivesia gordonii",80,75,-10,-10,0,1,"dead",2018
2018,33,"699","Ivesia gordonii",103,30,-10,-10,0,1,"dead, tag missing",2017
2018,33,"701","Eriogonum umbellatum",128,20,-10,-10,0,1,"dead, tag missing",2017
2018,33,"702","Eriogonum umbellatum",132,5,10,0,0,1,"dead, tag missing",2017
2018,33,"703","Ivesia gordonii",145,35,-10,-10,0,1,"dead, tag missing",2017
2018,33,"706","Lupinus argenteus",160,75,-10,-10,0,1,"dead, tag missing",2017
2018,33,"707","Lupinus argenteus",175,85,-10,-10,0,1,"dead, tag missing",2017
2018,33,"708","Lupinus argenteus",165,192,-10,-10,0,1,"dead, tag missing",2018
2018,33,"710","Lupinus argenteus",175,105,0,-10,0,1,"dead, tag missing",2017
2018,33,"711","Lupinus argenteus",170,100,0,10,0,1,"dead, tag missing",2017
2018,33,"713","Ivesia gordonii",175,102,0,10,0,1,"dead, tag missing",2017
2018,33,"714","Lupinus argenteus",185,105,10,10,0,1,"dead",2018
2018,33,"718","Ivesia gordonii",145,110,-10,-10,0,1,"dead, tag missing",2017
2018,33,"719","Ivesia gordonii",120,100,-10,-10,0,1,"dead, tag missing",2017
2018,33,"720","Ivesia gordonii",145,75,-10,-10,0,1,"dead",2018
2018,33,"721","Ivesia gordonii",125,120,-10,-10,0,1,"dead",2018
2018,33,"722","Ivesia gordonii",180,140,-10,-10,0,1,"dead, tag missing",2017
2018,33,"735","Eriogonum umbellatum",90,180,-15,5,0,1,"Tag found. Should have been pulled previously",2018
2018,33,"738","Eriogonum umbellatum",100,200,-10,-10,0,1,"dead, tag missing",2017
2018,33,"741","Lupinus argenteus",65,180,-10,-10,0,1,"dead, tag missing",2017
2018,33,"742","Lupinus argenteus",55,70,-10,-10,0,1,"dead, tag missing",2017
2018,33,"744","Lupinus argenteus",60,150,-10,-10,0,1,"dead, tag missing",2017
2018,33,"745","Lupinus argenteus",65,150,-10,-10,0,1,"dead, tag missing",2017
2018,34,"1649","Elymus lanceolatus",120,51,0,0,0,1,"dead",2018
2018,34,"1990","Lupinus argenteus",200,168,-10,-10,0,1,"dead",2018
2018,34,"1991","Elymus lanceolatus",115,60,-10,-10,0,1,"dead",2018
2018,34,"758","Elymus lanceolatus",40,200,0,-10,0,1,"dead, tag missing",2017
2018,34,"760","Ivesia gordonii",5,115,0,-10,0,1,"dead, tag missing",2017
2018,35,"761","Lupinus argenteus",195,35,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1266","Lupinus argenteus",13,57,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1267","Lupinus argenteus",99,35,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1268","Lupinus argenteus",95,56,-10,-10,0,1,"dead",2018
2018,36,"1269","Lupinus argenteus",135,39,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1270","Lupinus argenteus",134,50,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1271","Lupinus argenteus",183,22,-10,-10,0,1,"dead",2018
2018,36,"1272","Lupinus argenteus",167,57,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1273","Lupinus argenteus",176,52,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1274","Lupinus argenteus",132,85,-10,-10,0,1,"dead",2018
2018,36,"1275","Lupinus argenteus",127,90,-10,-10,0,1,"dead, tag missing",2017
2018,36,"1276","Lupinus argenteus",160,110,-10,-10,0,1,"dead",2018
2018,36,"1278","Lupinus argenteus",185,168,-10,-10,0,1,"dead",2018
2018,36,"1283","Lupinus argenteus",110,186,-10,-10,0,1,"dead",2018
2018,36,"1284","Lupinus argenteus",37,175,-10,-10,0,1,"dead",2018
2018,36,"1650","Eriogonum umbellatum",165,28,0,10,0,1,"dead",2018
2018,36,"1994","Lupinus argenteus",86,0,-10,-10,0,1,"dead, tag missing",2018
2018,36,"1999","Lupinus argenteus",114,153,10,0,0,1,"dead",2018
2018,36,"2002","Lupinus argenteus",178,128,-10,-10,0,1,"dead",2018
2018,36,"764","Senecio crassulus",85,20,-10,0,0,1,"dead",2018
2018,36,"765","Senecio crassulus",85,25,-10,0,0,1,"dead, tag missing",2017
2018,36,"766","Heterotheca villosa",85,30,10,0,0,1,"dead, tag missing",2017
2018,36,"768","Elymus lanceolatus",80,30,0,10,0,1,"dead, tag missing",2018
2018,36,"772","Lupinus argenteus",160,40,-10,-10,0,1,"dead, tag missing",2017
2018,36,"773","Heterotheca villosa",185,40,-10,-10,0,1,"dead",2018
2018,36,"775","Lupinus argenteus",185,115,-10,-10,0,1,"dead",2018
2018,36,"777","Heterotheca villosa",165,145,-10,-10,0,1,"dead, tag missing",2017
2018,36,"778","Heterotheca villosa",162,148,-10,-10,0,1,"dead",2018
2018,36,"779","Lupinus argenteus",155,180,-10,-10,0,1,"dead",2018
2018,36,"785","Heterotheca villosa",110,130,-10,-10,0,1,"dead",2018
2018,36,"787","Lupinus argenteus",80,90,-10,-10,0,1,"dead",2018
2018,37,"1286","Lupinus argenteus",31,15,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1293","Lupinus argenteus",112,25,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1294","Heterotheca villosa",157,30,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1295","Lupinus argenteus",183,30,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1296","Lupinus argenteus",189,29,-10,-10,0,1,"dead",2018
2018,37,"1297","Lupinus argenteus",195,58,-10,-10,0,1,"dead",2018
2018,37,"1298","Lupinus argenteus",181,135,-10,-10,0,1,"dead",2018
2018,37,"1301","Ivesia gordonii",85,115,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1303","Lupinus argenteus",95,148,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1304","Lupinus argenteus",94,158,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1306","Lupinus argenteus",144,143,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1308","Lupinus argenteus",42,141,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1309","Lupinus argenteus",80,175,-10,-10,0,1,"dead",2018
2018,37,"1310","Lupinus argenteus",5,196,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1311","Lupinus argenteus",28,200,-10,-10,0,1,"dead",2018
2018,37,"1313","Lupinus argenteus",60,195,-10,-10,0,1,"dead",2018
2018,37,"1315","Lupinus argenteus",163,200,-10,-10,0,1,"dead",2018
2018,37,"1653","Lupinus argenteus",180,11,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1654","Lupinus argenteus",184,9,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1655","Lupinus argenteus",8,73,-10,-10,0,1,"dead",2018
2018,37,"1656","Lupinus argenteus",198,120,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1657","Senecio crassulus",84,94,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1658","Heterotheca villosa",83,96,-10,-10,0,1,"dead",2018
2018,37,"1660","Ivesia gordonii",84,88,-10,-10,0,1,"dead, tag missing",2017
2018,37,"1661","Ivesia gordonii",81,79,-10,-10,0,1,"dead, tag missing",2017
2018,37,"2006","Ivesia gordonii",54,7,-10,-10,0,1,"dead",2018
2018,37,"2007","Ivesia gordonii",57,17,-10,-10,0,1,"dead",2018
2018,37,"2008","Agoseris glauca",59,13,-10,-10,0,1,"dead",2018
2018,37,"2009","Ivesia gordonii",54,24,-10,-10,0,1,"dead",2018
2018,37,"2010","Ivesia gordonii",58,28,-10,-10,0,1,"dead",2018
2018,37,"2011","Ivesia gordonii",59,27,-10,-10,0,1,"dead",2018
2018,37,"2012","Ivesia gordonii",7,26,-10,-10,0,1,"dead",2018
2018,37,"2013","Ivesia gordonii",82,25,-10,-10,0,1,"dead",2018
2018,37,"2014","Ivesia gordonii",79,29,-10,-10,0,1,"dead",2018
2018,37,"2015","Ivesia gordonii",86,27,-10,-10,0,1,"dead",2018
2018,37,"2016","Ivesia gordonii",87,29,0,-10,0,1,"dead",2018
2018,37,"2017","Ivesia gordonii",82,37,-10,-10,0,1,"dead",2018
2018,37,"2019","Ivesia gordonii",63,66,-10,-10,0,1,"dead",2018
2018,37,"2021","Agoseris glauca",73,72,10,0,0,1,"dead",2018
2018,37,"2024","Lupinus argenteus",74,74,10,0,0,1,"dead",2018
2018,37,"2031","Eriogonum umbellatum",5,177,-10,-10,0,1,"dead",2018
2018,37,"2032","Heterotheca villosa",111,187,-10,-10,0,1,"dead",2018
2018,37,"2034","Lupinus argenteus",70,156,-10,-10,0,1,"dead",2018
2018,37,"2037","Lupinus argenteus",134,178,-10,-10,0,1,"dead",2018
2018,37,"2038","Lupinus argenteus",140,175,-10,-10,0,1,"dead",2018
2018,37,"2039","Ivesia gordonii",137,168,-10,-10,0,1,"dead",2018
2018,37,"2041","Ivesia gordonii",98,90,-10,-10,0,1,"dead",2018
2018,37,"2044","Lupinus argenteus",189,33,-10,-10,0,1,"dead",2018
2018,37,"2045","Lupinus argenteus",180,14,-10,-10,0,1,"dead",2018
2018,37,"789","Eriogonum umbellatum",58,10,-10,-10,0,1,"dead, tag missing",2017
2018,37,"791","Lupinus argenteus",60,23,-10,-10,0,1,"dead",2018
2018,37,"792","Lupinus argenteus",65,32,-10,-10,0,1,"dead",2018
2018,37,"794","Lupinus argenteus",75,48,-10,-10,0,1,"dead, tag missing",2017
2018,37,"799","Lupinus argenteus",112,12,-10,-10,0,1,"dead, tag missing",2017
2018,37,"800","Lupinus argenteus",160,30,-10,-10,0,1,"dead, tag missing",2017
2018,37,"801","Lupinus argenteus",162,35,0,10,0,1,"dead, tag missing",2017
2018,37,"802","Lupinus argenteus",165,35,0,10,0,1,"dead, tag missing",2018
2018,37,"803","Lupinus argenteus",182,22,-10,-10,0,1,"dead, tag missing",2017
2018,37,"804","Lupinus argenteus",180,40,-10,-10,0,1,"dead",2018
2018,37,"811","Lupinus argenteus",95,175,-10,-10,0,1,"dead",2018
2018,37,"813","Lupinus argenteus",0,200,0,-10,0,1,"dead",2018
2018,37,"819","Lupinus argenteus",85,110,-10,-10,0,1,"dead, tag missing",2017
2018,37,"821","Lupinus argenteus",73,100,-10,-10,0,1,"dead, tag missing",2017
2018,38,"1317","Lupinus argenteus",24,140,-10,-10,0,1,"dead",2018
2018,38,"825","Ivesia gordonii",135,120,-10,-10,0,1,"dead",2018
2018,38,"826","Ivesia gordonii",165,100,-5,-2,0,1,"dead",2018
2018,40,"1319","Lupinus argenteus",187,0,-10,-10,0,1,"dead, tag missing",2017
2018,40,"1320","Lupinus argenteus",198,196,-10,-10,0,1,"dead",2018
2018,40,"829","Lupinus argenteus",50,15,-10,-10,0,1,"dead, tag missing",2017
2018,40,"830","Lupinus argenteus",50,18,-10,-10,0,1,"dead, tag missing",2017
2018,40,"831","Lupinus argenteus",50,22,-10,-10,0,1,"dead, tag missing",2017
2018,40,"832","Lupinus argenteus",50,25,-10,-10,0,1,"dead, tag missing",2017
2018,40,"837","Lupinus argenteus",40,65,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1322","Lupinus argenteus",35,1,-10,-10,0,1,"dead",2018
2018,41,"1323","Lupinus argenteus",30,9,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1326","Lupinus argenteus",34,31,-10,-10,0,1,"dead",2018
2018,41,"1328","Lupinus argenteus",71,52,-10,-10,0,1,"dead",2018
2018,41,"1329","Lupinus argenteus",12,70,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1330","Arenaria congesta",14,78,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1331","Lupinus argenteus",149,19,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1332","Lupinus argenteus",151,21,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1333","Lupinus argenteus",45,115,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1334","Lupinus argenteus",45,125,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1335","Lupinus argenteus",58,147,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1336","Lupinus argenteus",66,144,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1337","Lupinus argenteus",180,30,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1338","Lupinus argenteus",68,151,-10,-10,0,1,"dead",2018
2018,41,"1339","Lupinus argenteus",107,80,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1340","Lupinus argenteus",91,62,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1341","Lupinus argenteus",102,87,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1342","Lupinus argenteus",105,79,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1343","Lupinus argenteus",105,60,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1344","Lupinus argenteus",135,38,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1345","Lupinus argenteus",133,36,-10,-10,0,1,"dead, tag missing",2018
2018,41,"1346","Lupinus argenteus",137,55,-10,-10,0,1,"dead, tag missing",2018
2018,41,"1347","Lupinus argenteus",133,69,-10,-10,0,1,"dead",2018
2018,41,"1348","Lupinus argenteus",10,198,-10,-10,0,1,"dead",2018
2018,41,"1349","Lupinus argenteus",6,135,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1351","Lupinus argenteus",73,125,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1351A","Lupinus argenteus",107,192,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1352","Lupinus argenteus",130,165,-10,-10,0,1,"dead",2018
2018,41,"1354","Lupinus argenteus",154,116,-10,-10,0,1,"dead",2018
2018,41,"1355","Lupinus argenteus",147,136,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1356","Eriogonum umbellatum",139,136,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1357","Eriogonum umbellatum",139,134,-10,-10,0,1,"dead",2018
2018,41,"1358","Lupinus argenteus",195,168,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1359","Lupinus argenteus",163,156,-10,-10,0,1,"dead",2018
2018,41,"1360","Lupinus argenteus",163,163,-10,-10,0,1,"dead",2018
2018,41,"1362","Senecio crassulus",185,175,-10,-10,0,1,"dead",2018
2018,41,"1363","Lupinus argenteus",126,165,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1368","Eriogonum umbellatum",161,197,-10,-10,0,1,"dead, tag missing",2018
2018,41,"1369","Eriogonum umbellatum",190,182,-10,-10,0,1,"dead, tag missing",2018
2018,41,"1370","Lupinus argenteus",114,106,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1371","Lupinus argenteus",113,109,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1372","Lupinus argenteus",200,92,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1373","Lupinus argenteus",168,77,-10,-10,0,1,"dead",2018
2018,41,"1375","Lupinus argenteus",190,50,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1376","Lupinus argenteus",197,4,-10,-10,0,1,"dead",2018
2018,41,"1377","Lupinus argenteus",123,119,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1378","Lupinus argenteus",127,154,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1666","Lupinus argenteus",0,70,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1667","Arenaria congesta",1,71,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1668","Lupinus argenteus",3,101,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1669","Ivesia gordonii",83,68,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1670","Lupinus argenteus",5,114,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1673","Phacelia hastata",105,199,-10,-10,0,1,"dead, tag missing",2017
2018,41,"1674","Phacelia hastata",95,199,-10,-10,0,1,"dead",2018
2018,41,"2050","Lupinus argenteus",156,118,-10,-10,0,1,"dead",2018
2018,41,"2052","Phacelia hastata",134,132,-10,-10,0,1,"dead",2018
2018,41,"2055","Arnica latifolia",153,178,-10,-10,0,1,"dead",2018
2018,41,"2058","Pseudocymopterus montanus",146,190,0,10,0,1,"dead",2018
2018,41,"2059","Lupinus argenteus",162,180,-10,-10,0,1,"dead",2018
2018,41,"2061","Arnica latifolia",138,187,-10,-10,0,1,"dead",2018
2018,41,"2063","Lupinus argenteus",49,179,-10,-10,0,1,"dead",2018
2018,41,"838","Ivesia gordonii",62,15,-10,-10,0,1,"dead",2018
2018,41,"839","Ivesia gordonii",85,70,-10,-10,0,1,"dead",2018
2018,41,"840","Lupinus argenteus",140,110,-10,-10,0,1,"dead, tag missing",2017
2018,41,"841","Lupinus argenteus",150,120,-10,-10,0,1,"dead, tag missing",2018
2018,41,"842","Lupinus argenteus",155,125,-10,-10,0,1,"dead, tag missing",2017
2018,41,"843","Lupinus argenteus",160,135,-10,-10,0,1,"dead",2018
2018,41,"844","Lupinus argenteus",155,145,-10,-10,0,1,"dead",2018
2018,41,"845","Lupinus argenteus",150,150,-10,-10,0,1,"dead",2018
2018,41,"846","Lupinus argenteus",120,160,-10,-10,0,1,"dead, tag missing",2017
2018,41,"847","Lupinus argenteus",110,165,-10,-10,0,1,"dead",2018
2018,41,"858","Lupinus argenteus",5,183,0,-10,0,1,"dead",2018
2018,42,"1379","Lupinus argenteus",21,15,-10,-10,0,1,"dead, tag missing",2017
2018,42,"1381","Lupinus argenteus",29,58,-10,-10,0,1,"dead, tag missing",2017
2018,42,"1384","Lupinus argenteus",28,42,-10,-10,0,1,"dead, tag missing",2017
2018,42,"1388","Lupinus argenteus",0,90,-10,-10,0,1,"dead, tag missing",2018
2018,42,"1391","Lupinus argenteus",62,119,-10,-10,0,1,"dead",2018
2018,42,"1392","Eriogonum umbellatum",1,168,-10,-10,0,1,"dead",2018
2018,42,"1395","Lupinus argenteus",24,195,-10,-10,0,1,"dead, tag missing",2018
2018,42,"1396","Lupinus argenteus",24,197,-10,-10,0,1,"dead",2018
2018,42,"1397","Lupinus argenteus",23,184,-10,-10,0,1,"dead",2018
2018,42,"1400","Lupinus argenteus",43,147,-10,-10,0,1,"dead",2018
2018,42,"1401","Lupinus argenteus",84,167,-10,-10,0,1,"dead, tag missing",2017
2018,42,"1404","Lupinus argenteus",140,41,-10,-10,0,1,"dead, tag missing",2017
2018,42,"1405","Lupinus argenteus",172,33,-10,-10,0,1,"dead",2018
2018,42,"1406","Lupinus argenteus",123,85,-10,-10,0,1,"dead, tag missing",2017
2018,42,"1407","Lupinus argenteus",102,9,-10,-10,0,1,"dead",2018
2018,42,"1408","Lupinus argenteus",154,3,-10,-10,0,1,"dead",2018
2018,42,"1409","Lupinus argenteus",51,135,-10,-10,0,1,"dead",2018
2018,42,"1410","Lupinus argenteus",42,197,-3,-5,0,1,"dead",2018
2018,42,"1675","Lupinus argenteus",0,40,-10,-10,0,1,"dead",2018
2018,42,"2064","Heterotheca villosa",0,165,-10,-10,0,1,"dead",2018
2018,42,"2065","Senecio crassulus",12,197,-10,-10,0,1,"dead",2018
2018,42,"2066","Penstemon whippleanus",17,197,-10,-10,0,1,"dead",2018
2018,42,"2067","Eriogonum umbellatum",124,198,-10,-10,0,1,"dead",2018
2018,42,"2068","Elymus lanceolatus",20,190,-10,-10,0,1,"dead",2018
2018,42,"2069","Lupinus argenteus",135,200,-10,-10,0,1,"dead",2018
2018,42,"2070","Lupinus argenteus",135,90,-10,-10,0,1,"dead",2018
2018,42,"2071","Heterotheca villosa",136,90,-10,-10,0,1,"dead",2018
2018,42,"2072","Lupinus argenteus",185,41,-10,-10,0,1,"dead",2018
2018,42,"863","Eriogonum umbellatum",0,40,0,-10,0,1,"dead, tag missing",2017
2018,42,"866","Elymus lanceolatus",10,55,-10,-10,0,1,"dead, tag missing",2018
2018,42,"867","Lupinus argenteus",135,175,-10,-10,0,1,"dead",2018
2018,42,"868","Lupinus argenteus",180,170,-10,-10,0,1,"dead, tag missing",2017
2018,42,"869","Lupinus argenteus",20,190,-5,-5,0,1,"dead, tag missing",2017
2018,42,"870","Lupinus argenteus",15,200,-10,-10,0,1,"dead, tag missing",2017
2018,42,"871","Lupinus argenteus",10,180,-10,-10,0,1,"dead, tag missing",2017
2018,43,"2073","Lupinus argenteus",136,75,-10,-10,0,1,"dead",2018
2018,45,"2074","Eriogonum umbellatum",3,27,-10,-10,0,1,"dead",2018
2018,45,"2076","Lupinus argenteus",124,97,-10,-10,0,1,"dead",2018
2018,45,"873","Heterotheca villosa",1,2,0,-10,0,1,"dead, tag missing",2017
2018,45,"875","Heterotheca villosa",90,70,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1000","Agoseris glauca",170,155,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1001","Elymus lanceolatus",165,165,0,-5,0,1,"dead",2018
2018,46,"1003","Carex siccata",170,165,-10,-10,0,1,"dead, tag missing",2018
2018,46,"1004","Carex siccata",165,170,-10,-10,0,1,"dead",2018
2018,46,"1006","Carex siccata",180,170,0,0,0,1,"dead",2018
2018,46,"1012","Ivesia gordonii",155,190,-10,-10,0,1,"dead",2018
2018,46,"1021","Carex siccata",35,120,-10,-10,0,1,"dead",2018
2018,46,"1440","Lupinus argenteus",10,5,-10,-10,0,1,"dead",2018
2018,46,"1441","Heterotheca villosa",20,18,-10,-10,0,1,"dead",2018
2018,46,"1442","Senecio crassulus",29,17,-10,-10,0,1,"dead",2018
2018,46,"1443","Senecio crassulus",33,14,-10,-10,0,1,"dead",2018
2018,46,"1444","Viola praemorsa",35,13,-10,-10,0,1,"dead",2018
2018,46,"1445","Eriogonum umbellatum",46,17,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1447","Senecio crassulus",56,33,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1448","Senecio crassulus",63,34,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1450","Heterotheca villosa",80,22,-10,-10,0,1,"dead",2018
2018,46,"1451","Lupinus argenteus",83,13,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1456","Viola praemorsa",101,15,-10,-10,0,1,"dead",2018
2018,46,"1457","Ivesia gordonii",108,14,-10,-10,0,1,"dead",2018
2018,46,"1458","Heterotheca villosa",111,10,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1459","Phacelia hastata",104,35,-10,-10,0,1,"dead",2018
2018,46,"1460","Senecio crassulus",54,48,-10,-10,0,1,"dead",2018
2018,46,"1461","Eriogonum umbellatum",77,54,-10,-10,0,1,"dead",2018
2018,46,"1463","Lupinus argenteus",120,16,-10,-10,0,1,"dead",2018
2018,46,"1464","Lupinus argenteus",117,22,-10,-10,0,1,"dead",2018
2018,46,"1465","Ivesia gordonii",118,26,-10,-10,0,1,"dead",2018
2018,46,"1466","Lupinus argenteus",109,30,-10,-10,0,1,"dead",2018
2018,46,"1467","Lupinus argenteus",98,52,-10,-10,0,1,"dead",2018
2018,46,"1468","Lupinus argenteus",98,49,-10,-10,0,1,"dead",2018
2018,46,"1469","Lupinus argenteus",102,49,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1470","Lupinus argenteus",97,42,-10,-10,0,1,"dead",2018
2018,46,"1472","Heterotheca villosa",78,49,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1474","Lupinus argenteus",103,0,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1476","Eriogonum umbellatum",54,12.5,-10,-10,0,1,"dead",2018
2018,46,"1480","Ivesia gordonii",136,19,-10,-10,0,1,"dead",2018
2018,46,"1484","Arenaria congesta",160,7,-10,-10,0,1,"dead, tag missing",2018
2018,46,"1485","Ivesia gordonii",172,8,-10,-10,0,1,"dead",2018
2018,46,"1486","Lupinus argenteus",165,18,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1487","Ivesia gordonii",148,33,-10,-10,0,1,"dead",2018
2018,46,"1488","Arenaria congesta",150,34,-10,-10,0,1,"dead",2018
2018,46,"1493","Ivesia gordonii",177,23,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1494","Ivesia gordonii",166,23,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1495","Eriogonum umbellatum",190,10,-10,-10,0,1,"dead, tag missing",2018
2018,46,"1496","Lupinus argenteus",175,1,-10,-10,0,1,"dead",2018
2018,46,"1497","Lupinus argenteus",193,68,-10,-10,0,1,"dead",2018
2018,46,"1498","Ivesia gordonii",186,15,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1499","Lupinus argenteus",138,77,-10,-10,0,1,"dead",2018
2018,46,"1500","Lupinus argenteus",143,75,-10,-10,0,1,"dead, tag missing",2018
2018,46,"1501","Lupinus argenteus",140,77,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1502","Lupinus argenteus",163,90,-10,-10,0,1,"dead",2018
2018,46,"1503","Senecio crassulus",172,79,-10,-10,0,1,"dead",2018
2018,46,"1508","Chaenactis douglasii",180,100,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1509","Phacelia hastata",170,110,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1510","Eriogonum umbellatum",165,112,-10,-10,0,1,"dead",2018
2018,46,"1511","Lupinus argenteus",126,81,-10,-10,0,1,"dead",2018
2018,46,"1512","Lupinus argenteus",125,88,-10,-10,0,1,"dead",2018
2018,46,"1514","Phacelia hastata",120,91,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1515","Lupinus argenteus",68,100,-10,-10,0,1,"dead",2018
2018,46,"1516","Lupinus argenteus",97,90,-10,-10,0,1,"dead",2018
2018,46,"1517","Lupinus argenteus",60,125,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1518","Lupinus argenteus",37,165,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1519","Lupinus argenteus",52,186,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1522","Lupinus argenteus",107,155,-10,-10,0,1,"dead",2018
2018,46,"1523","Lupinus argenteus",91,175,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1524","Lupinus argenteus",116,160,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1526","Eriogonum umbellatum",115,135,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1527","Eriogonum umbellatum",180,115,-10,-10,0,1,"dead",2018
2018,46,"1528","Viola praemorsa",181,110,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1532","Senecio crassulus",190,118,-10,-10,0,1,"dead",2018
2018,46,"1535","Lupinus argenteus",15,190,-10,-10,0,1,"dead",2017
2018,46,"1537","Senecio crassulus",73,103,-10,-10,0,1,"dead",2018
2018,46,"1538","Phacelia hastata",113,80,-10,-10,0,1,"dead",2018
2018,46,"1539","Agoseris glauca",120,67,-10,-10,0,1,"dead",2018
2018,46,"1681","Senecio crassulus",43,25,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1682","Heterotheca villosa",43,24,-10,-10,0,1,"dead",2018
2018,46,"1683","Heterotheca villosa",50,26,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1687","Heterotheca villosa",31,67,-10,-10,0,1,"dead",2018
2018,46,"1688","Senecio crassulus",30,113,-10,-10,0,1,"dead, tag missing",2018
2018,46,"1690","Carex siccata",36,127,0,10,0,1,"dead, tag missing",2017
2018,46,"1692","Heterotheca villosa",28,48,-10,-10,0,1,"dead",2018
2018,46,"1693","Agoseris glauca",29,49,-10,-10,0,1,"dead",2018
2018,46,"1694","Eriogonum umbellatum",30,50,-10,-10,0,1,"dead, tag missing",2017
2018,46,"1695","Ivesia gordonii",92,23,-10,-10,0,1,"dead",2018
2018,46,"1697","Lupinus argenteus",130,7,-10,-10,0,1,"dead",2018
2018,46,"1698","Arenaria congesta",129,1,-10,-10,0,1,"dead",2018
