"Plot","Tag","X..cm.","Y..cm.","Tag.offset.x","Tag.offset.y","Taxon","Length..cm."
49,1026,50,95,-10,-10,"Lupinus argenteus",9
49,1027,80,85,-10,-10,"Lupinus argenteus",11
49,1028,95,5,-10,-10,"Lupinus argenteus",2
49,1029,0,108,-10,-10,"Lupinus argenteus",14
49,1030,160,35,-10,-10,"Lupinus argenteus",15
49,1031,75,165,-10,-10,"Eriogonum umbellatum",36
49,1032,55,195,-10,-10,"Heterotheca villosa",28
50,1033,5,5,0,-10,"Ivesia gordonii",16
50,1034,10,15,10,0,"Ivesia gordonii",12
50,1035,15,5,-10,-10,"Eriogonum umbellatum",7
50,1036,21,2,0,10,"Heterotheca villosa",6
50,1037,23,1,0,10,"Ivesia gordonii",7
50,1038,27,3,0,10,"Ivesia gordonii",3
50,1039,52,15,-10,-10,"Ivesia gordonii",20
50,1040,57,8,-10,-10,"Heterotheca villosa",1
50,1041,60,25,0,-10,"Ivesia gordonii",10
50,1042,50,50,-10,-10,"Eriogonum umbellatum",15
50,1043,98,5,-10,-10,"Ivesia gordonii",12
50,1044,100,8,-10,-10,"Ivesia gordonii",6
50,1045,110,5,-10,-10,"Ivesia gordonii",12
50,1046,165,40,-10,-10,"Heterotheca villosa",10
50,1047,160,55,-10,-10,"Eriogonum umbellatum",37
50,1048,175,65,-10,-10,"Elymus lanceolatus",12
50,1049,10,185,-10,-10,"Eriogonum umbellatum",38
